contig	genus
NODE_579_length_6164_cov_3.684727	Tequintavirus
NODE_580_length_6157_cov_2.767617	Wellingtonvirus
NODE_581_length_6145_cov_2.990476	Wellingtonvirus
NODE_582_length_6143_cov_3.199244	Moonvirus
NODE_583_length_6119_cov_2.071075	Certrevirus
NODE_584_length_6101_cov_2.538538	Ficleduovirus
NODE_585_length_6084_cov_2.823520	Erskinevirus
NODE_586_length_6082_cov_3.359715	Moonvirus
NODE_588_length_6066_cov_2.729496	Alisovirus
NODE_589_length_6054_cov_3.486081	Caeruleovirus
NODE_590_length_6044_cov_3.639005	Eldridgevirus
NODE_591_length_6030_cov_2.967197	Erskinevirus
NODE_592_length_6015_cov_2.432886	Libanvirus
NODE_593_length_6013_cov_2.732293	Fernvirus
NODE_595_length_6009_cov_3.078603	Erskinevirus
NODE_596_length_5979_cov_2.047772	Fukuivirus
NODE_597_length_5976_cov_3.564432	Moonvirus
NODE_598_length_5967_cov_14.688599	Tequatrovirus
NODE_600_length_5947_cov_2.634589	Derbicusvirus
NODE_601_length_5946_cov_3.696316	Jiaodavirus
NODE_602_length_5939_cov_2.546567	Mooglevirus
NODE_604_length_5916_cov_3.124211	Nitunavirus
NODE_605_length_5913_cov_2.844145	Seoulvirus
NODE_606_length_5894_cov_2.525775	Mooglevirus
NODE_607_length_5890_cov_5.165381	Tequintavirus
NODE_608_length_5889_cov_2.125814	Certrevirus
NODE_609_length_5885_cov_3.373928	Chalconvirus
NODE_610_length_5883_cov_2.541524	Tulanevirus
NODE_611_length_5882_cov_2.487215	Schiekvirus
NODE_612_length_5879_cov_2.699176	Derbicusvirus
NODE_613_length_5874_cov_3.621069	Tegunavirus
NODE_614_length_5870_cov_2.913844	Mosigvirus
NODE_616_length_5851_cov_8.195480	Wphvirus
NODE_617_length_5851_cov_3.144410	Chiangmaivirus
NODE_618_length_5840_cov_5.538634	Gelderlandvirus
NODE_619_length_5839_cov_6.023859	Potamoivirus
NODE_621_length_5833_cov_3.701281	Chalconvirus
NODE_623_length_5832_cov_3.130691	Pseudotevenvirus
NODE_624_length_5825_cov_2.754246	Machinavirus
NODE_625_length_5822_cov_3.889024	Incheonvirus
NODE_626_length_5820_cov_2.692801	Machinavirus
NODE_627_length_5794_cov_2.387175	Alisovirus
NODE_628_length_5793_cov_2.359707	Libanvirus
NODE_630_length_5772_cov_2.799195	Tsarbombavirus
NODE_631_length_5765_cov_4.232224	Gelderlandvirus
NODE_632_length_5762_cov_2.680217	Schiekvirus
NODE_633_length_5729_cov_4.772295	Gelderlandvirus
NODE_634_length_5724_cov_2.600635	Alisovirus
NODE_636_length_5717_cov_4.995408	Chalconvirus
NODE_637_length_5711_cov_3.026697	Cymopoleiavirus
NODE_638_length_5705_cov_2.766372	Chiangmaivirus
NODE_639_length_5654_cov_3.386855	Siminovitchvirus
NODE_640_length_5639_cov_3.878582	Moonbeamvirus
NODE_641_length_5633_cov_2.832377	Machinavirus
NODE_642_length_5630_cov_8.642511	Fipvunavirus
NODE_643_length_5628_cov_5.137987	Gelderlandvirus
NODE_644_length_5626_cov_2.490576	Derbicusvirus
NODE_645_length_5626_cov_2.323640	Chiangmaivirus
NODE_646_length_5604_cov_3.868084	Potamoivirus
NODE_647_length_5603_cov_2.571377	Chiangmaivirus
NODE_648_length_5602_cov_2.667027	Derbicusvirus
NODE_649_length_5577_cov_3.111554	Mosigvirus
NODE_650_length_5536_cov_3.407955	Felixounavirus
NODE_651_length_5536_cov_2.350483	Chiangmaivirus
NODE_653_length_5523_cov_3.854243	Fipvunavirus
NODE_654_length_5519_cov_3.456808	Felixounavirus
NODE_655_length_5518_cov_2.719202	Derbicusvirus
NODE_656_length_5501_cov_3.403783	Moonbeamvirus
NODE_657_length_5495_cov_4.326838	Mosigvirus
NODE_658_length_5491_cov_2.419610	Chiangmaivirus
NODE_659_length_5453_cov_2.567062	Seunavirus
NODE_660_length_5449_cov_2.655914	Tsarbombavirus
NODE_661_length_5439_cov_3.003343	Moonvirus
NODE_662_length_5439_cov_2.498328	Derbicusvirus
NODE_663_length_5427_cov_2.774758	Tsarbombavirus
NODE_664_length_5424_cov_2.042280	Kuravirus
NODE_666_length_5408_cov_16.858771	Tequatrovirus
NODE_667_length_5398_cov_2.560547	Pseudotevenvirus
NODE_668_length_5397_cov_1.552040	Vequintavirus
NODE_669_length_5392_cov_7.708076	Tequatrovirus
NODE_670_length_5382_cov_2.872536	Tsarbombavirus
NODE_671_length_5378_cov_4.222619	Gaprivervirus
NODE_673_length_5355_cov_18.696226	Tequatrovirus
NODE_674_length_5344_cov_3.570996	Tequintavirus
NODE_676_length_5338_cov_5.976150	Tequintavirus
NODE_677_length_5338_cov_2.775128	Machinavirus
NODE_678_length_5336_cov_3.104336	Jiaodavirus
NODE_679_length_5336_cov_2.239159	Fukuivirus
NODE_680_length_5327_cov_2.773900	Schiekvirus
NODE_681_length_5316_cov_3.244820	Mydovirus
NODE_682_length_5275_cov_3.426245	Machinavirus
NODE_683_length_5273_cov_2.337486	Fukuivirus
NODE_684_length_5267_cov_2.417498	Derbicusvirus
NODE_685_length_5263_cov_2.699885	Tulanevirus
NODE_686_length_5255_cov_3.321731	Erskinevirus
NODE_687_length_5253_cov_2.590804	Alisovirus
NODE_688_length_5243_cov_2.360447	Derbicusvirus
NODE_690_length_5239_cov_3.535494	Slopekvirus
NODE_691_length_5235_cov_2.731853	Machinavirus
NODE_692_length_5232_cov_2.537570	Seunavirus
NODE_693_length_5216_cov_3.288510	Moonbeamvirus
NODE_694_length_5214_cov_1.857143	Certrevirus
NODE_695_length_5193_cov_3.101985	Caeruleovirus
NODE_696_length_5188_cov_2.846678	Pseudotevenvirus
NODE_697_length_5187_cov_2.838075	Machinavirus
NODE_698_length_5187_cov_2.539945	Schiekvirus
NODE_699_length_5184_cov_2.305518	Hubeivirus
NODE_701_length_5182_cov_2.376243	Phietavirus
NODE_702_length_5176_cov_3.559461	Phietavirus
NODE_703_length_5172_cov_6.795974	Kayvirus
NODE_705_length_5163_cov_4.937940	Kanaloavirus
NODE_706_length_5148_cov_2.385235	Fukuivirus
NODE_707_length_5137_cov_2.611767	Tulanevirus
NODE_708_length_5135_cov_2.584449	Derbicusvirus
NODE_709_length_5133_cov_2.725679	Shalavirus
NODE_710_length_5122_cov_4.603908	Chalconvirus
NODE_711_length_5122_cov_3.282416	Mazuvirus
NODE_713_length_5109_cov_2.787693	Machinavirus
NODE_716_length_5096_cov_3.817298	Wphvirus
NODE_717_length_5093_cov_3.688170	Moonvirus
NODE_718_length_5093_cov_2.903335	Shalavirus
NODE_719_length_5089_cov_2.489472	Fukuivirus
NODE_720_length_5084_cov_4.151123	Potamoivirus
NODE_721_length_5079_cov_3.043591	Erskinevirus
NODE_722_length_5078_cov_3.752339	Slopekvirus
NODE_723_length_5072_cov_2.635440	Sokavirus
NODE_725_length_5062_cov_2.849211	Machinavirus
NODE_726_length_5056_cov_3.827035	Potamoivirus
NODE_727_length_5045_cov_2.854910	Machinavirus
NODE_728_length_5023_cov_5.063808	Potamoivirus
NODE_729_length_5023_cov_3.187399	Pseudotevenvirus
NODE_730_length_5018_cov_2.454161	Thornevirus
NODE_731_length_4992_cov_4.862872	Gaprivervirus
NODE_732_length_4989_cov_5.294285	Fipvunavirus
NODE_733_length_4979_cov_2.701259	Derbicusvirus
NODE_734_length_4956_cov_3.310141	Caeruleovirus
NODE_735_length_4956_cov_2.628239	Machinavirus
NODE_737_length_4948_cov_4.739015	Gaprivervirus
NODE_738_length_4946_cov_2.750153	Seoulvirus
NODE_739_length_4934_cov_2.504612	Ficleduovirus
NODE_741_length_4923_cov_2.693509	Thornevirus
NODE_742_length_4922_cov_4.684200	Kanaloavirus
NODE_745_length_4894_cov_2.666047	Slashvirus
NODE_746_length_4889_cov_2.753206	Derbicusvirus
NODE_747_length_4887_cov_4.500207	Gelderlandvirus
NODE_748_length_4884_cov_2.973701	Machinavirus
NODE_749_length_4883_cov_2.903065	Kuttervirus
NODE_750_length_4875_cov_3.102075	Eldridgevirus
NODE_751_length_4870_cov_2.799792	Seoulvirus
NODE_752_length_4868_cov_3.689591	Matervirus
NODE_753_length_4868_cov_3.351756	Mosigvirus
NODE_754_length_4864_cov_2.489707	Sokavirus
NODE_755_length_4843_cov_4.876984	Bequatrovirus
NODE_756_length_4841_cov_17.670915	Tequatrovirus
NODE_757_length_4841_cov_3.288759	Caeruleovirus
NODE_758_length_4837_cov_2.885822	Gelderlandvirus
NODE_759_length_4836_cov_2.790420	Sokavirus
NODE_760_length_4834_cov_5.001883	Jiaodavirus
NODE_761_length_4827_cov_2.263831	Pseudotevenvirus
NODE_762_length_4819_cov_2.761545	Seunavirus
NODE_763_length_4815_cov_4.735924	Gaprivervirus
NODE_764_length_4809_cov_2.651241	Tequintavirus
NODE_765_length_4798_cov_2.093190	Derbicusvirus
NODE_766_length_4793_cov_1.797383	Jenstvirus
NODE_767_length_4787_cov_2.463018	Emdodecavirus
NODE_768_length_4785_cov_2.584144	Pseudotevenvirus
NODE_769_length_4778_cov_3.909168	Eldridgevirus
NODE_770_length_4777_cov_2.494706	Machinavirus
NODE_772_length_4769_cov_2.979847	Erskinevirus
NODE_774_length_4762_cov_2.612067	Machinavirus
NODE_775_length_4758_cov_2.440357	Derbicusvirus
NODE_776_length_4740_cov_2.672359	Tsarbombavirus
NODE_778_length_4736_cov_1.824396	Certrevirus
NODE_780_length_4731_cov_2.518178	Sokavirus
NODE_781_length_4721_cov_13.519288	Tequatrovirus
NODE_782_length_4704_cov_7.721876	Kayvirus
NODE_784_length_4700_cov_2.433369	Libanvirus
NODE_785_length_4689_cov_5.158179	Wphvirus
NODE_786_length_4687_cov_2.405656	Fukuivirus
NODE_788_length_4675_cov_2.744805	Erskinevirus
NODE_790_length_4649_cov_2.388768	Seunavirus
NODE_791_length_4643_cov_2.652136	Caeruleovirus
NODE_792_length_4641_cov_3.439381	Slashvirus
NODE_793_length_4641_cov_2.317706	Libanvirus
NODE_794_length_4636_cov_6.791967	Bristolvirus
NODE_795_length_4635_cov_3.464410	Tequintavirus
NODE_796_length_4634_cov_2.907185	Tulanevirus
NODE_797_length_4614_cov_4.530818	Caeruleovirus
NODE_798_length_4614_cov_2.737662	Machinavirus
NODE_799_length_4609_cov_2.585639	Tsarbombavirus
NODE_800_length_4608_cov_4.677575	Kanaloavirus
NODE_801_length_4600_cov_2.982838	Schiekvirus
NODE_802_length_4597_cov_2.573316	Derbicusvirus
NODE_803_length_4594_cov_3.018286	Seoulvirus
NODE_804_length_4594_cov_2.298965	Derbicusvirus
NODE_805_length_4592_cov_3.071854	Pseudotevenvirus
NODE_806_length_4586_cov_3.741117	Tequintavirus
NODE_807_length_4580_cov_4.195801	Felixounavirus
NODE_808_length_4578_cov_2.902056	Gelderlandvirus
NODE_809_length_4574_cov_2.969020	Machinavirus
NODE_810_length_4565_cov_2.621064	Alisovirus
NODE_811_length_4561_cov_2.770528	Machinavirus
NODE_812_length_4556_cov_6.111975	Fipvunavirus
NODE_813_length_4554_cov_2.825072	Machinavirus
NODE_814_length_4552_cov_3.180342	Shalavirus
NODE_815_length_4541_cov_2.529425	Johnsonvirus
NODE_816_length_4538_cov_2.326344	Libanvirus
NODE_817_length_4528_cov_2.857814	Pseudotevenvirus
NODE_818_length_4525_cov_2.900447	Chiangmaivirus
NODE_819_length_4521_cov_4.627407	Kanaloavirus
NODE_820_length_4519_cov_1.902330	Johnsonvirus
NODE_821_length_4511_cov_5.795557	Dhakavirus
NODE_822_length_4498_cov_1.577313	Pakpunavirus
NODE_824_length_4494_cov_16.235639	Tequatrovirus
NODE_825_length_4488_cov_2.689375	Alisovirus
NODE_826_length_4487_cov_1.918773	Pollockvirus
NODE_827_length_4480_cov_4.355706	Gelderlandvirus
NODE_828_length_4453_cov_2.907458	Wellingtonvirus
NODE_829_length_4443_cov_2.365770	Derbicusvirus
NODE_830_length_4441_cov_2.989740	Chiangmaivirus
NODE_831_length_4439_cov_2.147582	Libanvirus
NODE_832_length_4435_cov_2.651370	Chiangmaivirus
NODE_833_length_4432_cov_2.647475	Pseudotevenvirus
NODE_834_length_4429_cov_3.683585	Mazuvirus
NODE_835_length_4426_cov_2.961794	Tequintavirus
NODE_836_length_4423_cov_2.499084	Schiekvirus
NODE_837_length_4421_cov_3.055886	Schiekvirus
NODE_838_length_4421_cov_2.455337	Tulanevirus
NODE_839_length_4415_cov_3.017890	Erskinevirus
NODE_840_length_4415_cov_2.741055	Seunavirus
NODE_841_length_4411_cov_2.931129	Machinavirus
NODE_842_length_4409_cov_2.048921	Bixzunavirus
NODE_843_length_4403_cov_2.589926	Alisovirus
NODE_844_length_4401_cov_4.939485	Caeruleovirus
NODE_845_length_4399_cov_2.898481	Machinavirus
NODE_846_length_4392_cov_2.456076	Seunavirus
NODE_847_length_4386_cov_2.146156	Tulanevirus
NODE_848_length_4380_cov_2.208786	Bixzunavirus
NODE_849_length_4375_cov_1.940278	Certrevirus
NODE_850_length_4359_cov_2.711199	Machinavirus
NODE_851_length_4350_cov_3.200931	Usarudivirus
NODE_852_length_4350_cov_2.489173	Sokavirus
NODE_853_length_4349_cov_6.123661	Gelderlandvirus
NODE_855_length_4344_cov_2.496153	Machinavirus
NODE_856_length_4344_cov_2.168804	Derbicusvirus
NODE_857_length_4341_cov_3.021232	Pseudotevenvirus
NODE_858_length_4338_cov_3.775158	Gaprivervirus
NODE_859_length_4335_cov_3.369393	Moonbeamvirus
NODE_860_length_4332_cov_4.111761	Bequatrovirus
NODE_861_length_4327_cov_2.447331	Schiekvirus
NODE_862_length_4320_cov_6.678546	Wphvirus
NODE_863_length_4298_cov_3.771624	Pseudotevenvirus
NODE_864_length_4296_cov_2.693469	Seoulvirus
NODE_865_length_4290_cov_2.402834	Sokavirus
NODE_866_length_4285_cov_2.707565	Chiangmaivirus
NODE_867_length_4283_cov_2.188978	Schiekvirus
NODE_868_length_4273_cov_2.204599	Derbicusvirus
NODE_869_length_4273_cov_1.799194	Pagevirus
NODE_870_length_4272_cov_18.455774	Tequatrovirus
NODE_871_length_4272_cov_2.399573	Tulanevirus
NODE_872_length_4264_cov_3.164172	Chiangmaivirus
NODE_874_length_4247_cov_2.348044	Thornevirus
NODE_875_length_4246_cov_2.789310	Wphvirus
NODE_876_length_4223_cov_16.958733	Tequatrovirus
NODE_877_length_4223_cov_3.403791	Chalconvirus
NODE_878_length_4222_cov_2.925366	Machinavirus
NODE_879_length_4220_cov_2.591357	Libanvirus
NODE_880_length_4217_cov_3.765017	Matervirus
NODE_881_length_4217_cov_2.806583	Thornevirus
NODE_882_length_4207_cov_2.738198	Moonvirus
NODE_883_length_4204_cov_1.790552	Kuravirus
NODE_885_length_4190_cov_4.814268	Wphvirus
NODE_886_length_4188_cov_3.294459	Chiangmaivirus
NODE_887_length_4185_cov_2.471671	Seunavirus
NODE_888_length_4182_cov_2.116307	Johnsonvirus
NODE_889_length_4176_cov_2.377093	Derbicusvirus
NODE_890_length_4175_cov_2.208738	Pollockvirus
NODE_891_length_4174_cov_2.575868	Machinavirus
NODE_892_length_4170_cov_2.070960	Hubeivirus
NODE_894_length_4160_cov_2.898417	Chiangmaivirus
NODE_896_length_4152_cov_4.521113	Gaprivervirus
NODE_897_length_4141_cov_2.584679	Fukuivirus
NODE_898_length_4140_cov_2.753733	Machinavirus
NODE_899_length_4135_cov_2.761520	Pseudotevenvirus
NODE_900_length_4134_cov_3.252513	Bequatrovirus
NODE_901_length_4132_cov_1.870738	Bixzunavirus
NODE_902_length_4129_cov_2.401571	Derbicusvirus
NODE_903_length_4123_cov_5.013274	Wphvirus
NODE_904_length_4103_cov_2.811512	Thornevirus
NODE_905_length_4100_cov_2.710260	Cymopoleiavirus
NODE_906_length_4098_cov_1.862726	Mooglevirus
NODE_907_length_4094_cov_2.308740	Pseudotevenvirus
NODE_910_length_4069_cov_1.981814	Unahavirus
NODE_911_length_4066_cov_2.534779	Caeruleovirus
NODE_912_length_4064_cov_3.138189	Caeruleovirus
NODE_915_length_4059_cov_3.338661	Erskinevirus
NODE_916_length_4055_cov_3.353500	Alisovirus
NODE_917_length_4054_cov_2.870218	Cymopoleiavirus
NODE_919_length_4049_cov_2.681773	Sherbrookevirus
NODE_920_length_4048_cov_2.706987	Schiekvirus
NODE_921_length_4046_cov_2.629416	Machinavirus
NODE_922_length_4045_cov_3.350376	Wphvirus
NODE_923_length_4043_cov_2.737212	Emdodecavirus
NODE_926_length_4029_cov_2.523654	Ficleduovirus
NODE_927_length_4024_cov_2.540186	Machinavirus
NODE_928_length_4019_cov_3.886731	Potamoivirus
NODE_929_length_4017_cov_2.454568	Sokavirus
NODE_930_length_4008_cov_4.956995	Dhakavirus
NODE_931_length_4001_cov_3.802838	Incheonvirus
NODE_934_length_3986_cov_3.231748	Machinavirus
NODE_935_length_3981_cov_2.860418	Machinavirus
NODE_936_length_3980_cov_2.553631	Derbicusvirus
NODE_938_length_3965_cov_2.501279	Libanvirus
NODE_939_length_3965_cov_2.071611	Derbicusvirus
NODE_940_length_3958_cov_2.767615	Alisovirus
NODE_941_length_3958_cov_2.455547	Sokavirus
NODE_942_length_3953_cov_2.364289	Pseudotevenvirus
NODE_943_length_3949_cov_2.520544	Ficleduovirus
NODE_944_length_3948_cov_2.837657	Sokavirus
NODE_945_length_3947_cov_2.827338	Epseptimavirus
NODE_946_length_3947_cov_2.382066	Schiekvirus
NODE_947_length_3940_cov_2.611326	Hubeivirus
NODE_948_length_3936_cov_2.983767	Moonvirus
NODE_950_length_3913_cov_21.291861	Tequatrovirus
NODE_951_length_3912_cov_2.778325	Pseudotevenvirus
NODE_952_length_3901_cov_2.462038	Fukuivirus
NODE_953_length_3900_cov_8.429129	Kayvirus
NODE_954_length_3892_cov_3.082617	Erskinevirus
NODE_956_length_3871_cov_3.720388	Wphvirus
NODE_957_length_3871_cov_2.680818	Libanvirus
NODE_958_length_3870_cov_2.673657	Machinavirus
NODE_959_length_3869_cov_4.920818	Gaprivervirus
NODE_960_length_3868_cov_7.896932	Tequatrovirus
NODE_961_length_3863_cov_1.588761	Friunavirus
NODE_962_length_3857_cov_1.762756	Efquatrovirus
NODE_963_length_3856_cov_3.212313	Slashvirus
NODE_964_length_3855_cov_2.336842	Derbicusvirus
NODE_965_length_3855_cov_2.108684	Johnsonvirus
NODE_966_length_3847_cov_1.297205	Diegovirus
NODE_967_length_3845_cov_3.164644	Slashvirus
NODE_969_length_3841_cov_2.704966	Tulanevirus
NODE_970_length_3839_cov_3.431554	Emdodecavirus
NODE_971_length_3839_cov_3.122093	Wellingtonvirus
NODE_972_length_3838_cov_1.867301	Certrevirus
NODE_973_length_3837_cov_3.505288	Machinavirus
NODE_974_length_3837_cov_2.271285	Fukuivirus
NODE_975_length_3834_cov_2.870601	Tulanevirus
NODE_976_length_3831_cov_1.398570	Nonagvirus
NODE_977_length_3819_cov_1.532678	Jimmervirus
NODE_978_length_3817_cov_2.688729	Pseudotevenvirus
NODE_980_length_3802_cov_2.247932	Dhakavirus
NODE_981_length_3800_cov_1.868892	Hubeivirus
NODE_982_length_3793_cov_2.917871	Tequintavirus
NODE_983_length_3792_cov_2.299438	Tsarbombavirus
NODE_984_length_3788_cov_2.153228	Chiangmaivirus
NODE_985_length_3787_cov_5.834941	Kayvirus
NODE_986_length_3785_cov_2.131099	Certrevirus
NODE_987_length_3779_cov_2.688776	Chiangmaivirus
NODE_988_length_3779_cov_1.747046	Rosemountvirus
NODE_989_length_3778_cov_19.499866	Tequatrovirus
NODE_990_length_3777_cov_4.628963	Wphvirus
NODE_991_length_3776_cov_6.266864	Dhakavirus
NODE_992_length_3758_cov_3.376992	Gaprivervirus
NODE_993_length_3757_cov_2.381145	Cymopoleiavirus
NODE_994_length_3752_cov_4.089532	Potamoivirus
NODE_995_length_3752_cov_1.911550	Pollockvirus
NODE_996_length_3749_cov_2.796427	Libanvirus
NODE_997_length_3748_cov_3.253452	Agatevirus
NODE_998_length_3747_cov_2.078277	Johnsonvirus
NODE_999_length_3744_cov_3.539984	Mosigvirus
NODE_1000_length_3731_cov_2.871328	Libanvirus
NODE_1001_length_3730_cov_2.146667	Sokavirus
NODE_1002_length_3717_cov_3.109503	Schiekvirus
NODE_1003_length_3716_cov_2.676045	Mosigvirus
NODE_1004_length_3711_cov_2.635120	Moonvirus
NODE_1005_length_3704_cov_2.369690	Derbicusvirus
NODE_1006_length_3699_cov_2.451427	Seoulvirus
NODE_1007_length_3697_cov_1.635091	Jimmervirus
NODE_1008_length_3687_cov_2.460628	Gelderlandvirus
NODE_1009_length_3681_cov_2.935466	Thornevirus
NODE_1010_length_3681_cov_2.364038	Machinavirus
NODE_1011_length_3680_cov_1.845793	Pollockvirus
NODE_1012_length_3676_cov_4.352113	Gaprivervirus
NODE_1013_length_3673_cov_3.020730	Mosigvirus
NODE_1014_length_3668_cov_3.378909	Machinavirus
NODE_1015_length_3665_cov_2.909141	Seoulvirus
NODE_1017_length_3661_cov_2.683028	Tsarbombavirus
NODE_1018_length_3660_cov_2.354230	Caeruleovirus
NODE_1019_length_3659_cov_2.605161	Shalavirus
NODE_1020_length_3658_cov_2.700250	Seoulvirus
NODE_1021_length_3649_cov_4.005008	Felixounavirus
NODE_1022_length_3643_cov_2.894649	Siminovitchvirus
NODE_1023_length_3641_cov_5.196877	Kochikohdavirus
NODE_1024_length_3640_cov_2.883961	Alisovirus
NODE_1025_length_3635_cov_2.697486	Schiekvirus
NODE_1026_length_3635_cov_2.569274	Wphvirus
NODE_1027_length_3634_cov_2.547918	Pacinivirus
NODE_1028_length_3631_cov_2.851790	Caeruleovirus
NODE_1029_length_3623_cov_2.871637	Schiekvirus
NODE_1030_length_3622_cov_2.558733	Machinavirus
NODE_1031_length_3620_cov_3.268163	Pseudotevenvirus
NODE_1032_length_3618_cov_2.602863	Derbicusvirus
NODE_1033_length_3617_cov_4.824256	Caeruleovirus
NODE_1034_length_3617_cov_2.122403	Fernvirus
NODE_1036_length_3602_cov_2.767127	Thornevirus
NODE_1037_length_3602_cov_2.349309	Usarudivirus
NODE_1038_length_3600_cov_3.370663	Moonvirus
NODE_1039_length_3598_cov_3.006774	Usarudivirus
NODE_1040_length_3587_cov_1.812288	Bixzunavirus
NODE_1041_length_3582_cov_3.370003	Pseudotevenvirus
NODE_1042_length_3580_cov_2.638582	Felixounavirus
NODE_1043_length_3578_cov_2.720409	Erskinevirus
NODE_1045_length_3575_cov_1.899148	Pollockvirus
NODE_1046_length_3566_cov_2.988892	Chiangmaivirus
NODE_1047_length_3564_cov_3.290681	Pseudotevenvirus
NODE_1048_length_3564_cov_2.336563	Jimmervirus
NODE_1049_length_3561_cov_2.725328	Schiekvirus
NODE_1050_length_3557_cov_3.061679	Seoulvirus
NODE_1052_length_3551_cov_2.103261	Fukuivirus
NODE_1054_length_3548_cov_3.402519	Moonvirus
NODE_1055_length_3548_cov_2.296021	Chiangmaivirus
NODE_1056_length_3529_cov_2.761370	Machinavirus
NODE_1057_length_3528_cov_4.431615	Felixounavirus
NODE_1058_length_3528_cov_2.084365	Chiangmaivirus
NODE_1059_length_3525_cov_2.494813	Sokavirus
NODE_1062_length_3516_cov_2.706732	Derbicusvirus
NODE_1063_length_3515_cov_7.557514	Kayvirus
NODE_1064_length_3514_cov_4.268286	Dhakavirus
NODE_1065_length_3510_cov_2.303618	Mooglevirus
NODE_1066_length_3508_cov_2.176079	Fukuivirus
NODE_1067_length_3480_cov_3.033577	Machinavirus
NODE_1068_length_3479_cov_1.851343	Vequintavirus
NODE_1070_length_3477_cov_2.715371	Alisovirus
NODE_1071_length_3477_cov_2.233489	Fukuivirus
NODE_1072_length_3476_cov_2.306928	Chiangmaivirus
NODE_1073_length_3469_cov_2.439367	Derbicusvirus
NODE_1074_length_3467_cov_2.921161	Chiangmaivirus
NODE_1075_length_3463_cov_4.006162	Mosigvirus
NODE_1076_length_3457_cov_2.376249	Sokavirus
NODE_1077_length_3446_cov_2.130935	Pollockvirus
NODE_1078_length_3441_cov_4.407856	Caeruleovirus
NODE_1079_length_3420_cov_3.889153	Wphvirus
NODE_1080_length_3420_cov_2.593462	Tulanevirus
